Entity_1,Representative_1,Members_1,Countries_1,Ship_To_1,Entity_2,Representative_2,Members_2,Countries_2,Ship_To_2,Confidence,Combined_Name_Length,Ratio,Partial_Ratio,Token_Sort,Token_Set,Total_Ship_To
E000630,BRIGGS STRATTON,Briggs & Stratton,United States Of America,11,E005707,BRIGGS AND STRATTON,BRIGGS AND STRATTON,United States Of America,1,High,34,88.2,75.0,88.2,100.0,12
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,United States Of America,4,E001515,PRECISION COMPONENTS INT,PRECISION COMPONENTS INT INC,United States Of America,3,High,44,90.9,100.0,90.9,100.0,7
E000886,SECO TOOLS,SECO TOOLS,Sweden,5,E003555,SECO TOOLS AB,SECO TOOLS AB,Sweden,2,High,23,87.0,100.0,87.0,100.0,7
E000030,SINGLE SOURCE TECHNOLOGIES,SINGLE SOURCE TECHNOLOGIES | Single Source Technologies,United States Of America,6,E015571,SINGLE SOURCE TECNOLOGIES,SINGLE SOURCE TECNOLOGIES,United States Of America,1,High,51,98.0,96.0,98.0,98.0,7
E000048,INDUSTRIAL TOOLING AND SUPPLY,Industrial Tooling and Supply | INDUSTRIAL TOOLING AND SUPPLY,United States Of America,5,E010065,INDUSTRIAL TOOLING SUPPLY,INDUSTRIAL TOOLING SUPPLY,United States Of America,1,High,54,92.6,86.4,92.6,100.0,6
E000051,QUALITY TOOLS SERVICES,QUALITY TOOLS & SERVICES INC | QUALITY TOOLS & SERVICES,United States Of America,5,E014382,QUALITY TOOLS AND SERVICES,QUALITY TOOLS AND SERVICES,United States Of America,1,High,48,91.7,81.8,91.7,100.0,6
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,United States Of America,4,E003257,PACE PRECISION COMPONENTS,PACE PRECISION COMPONENTS,Thailand,2,High,45,88.9,100.0,88.9,100.0,6
E000828,ENTRUST MANUFACTURING TECHNOLOGIES,ENTRUST MANUFACTURING TECHNOLOGIES,United States Of America,5,E011812,MANUFACTURING TECHNOLOGIES,MANUFACTURING TECHNOLOGIES INC,United States Of America,1,High,60,86.7,100.0,86.7,100.0,6
E001070,RJC MANUFACTURING SERVICES,RJC MANUFACTURING SERVICES,United States Of America,4,E011810,MANUFACTURING SERVICES,MANUFACTURING SERVICES,United States Of America,1,High,48,91.7,100.0,91.7,100.0,5
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,United States Of America,4,E014725,RING PRECISION COMPONENTS,RING PRECISION COMPONENTS,United States Of America,1,High,45,88.9,100.0,88.9,100.0,5
E000195,TRATTAMENTI TERMICI,TRATTAMENTI TERMICI | TRATTAMENTI TERMICI SRL,Italy,3,E002041,C T B TRATTAMENTI TERMICI,C T B TRATTAMENTI TERMICI,Italy,2,High,44,86.4,100.0,86.4,100.0,5
E000162,MYERS PRECISION GRINDING,MYERS PRECISION GRINDING | MYERS PRECISION GRINDING CO,United States Of America,3,E000436,PRECISION GRINDING,PRECISION GRINDING | Precision Grinding,United States Of America,2,High,42,85.7,100.0,85.7,100.0,5
E001061,PRECISION COMPONENTS,PRECISION COMPONENTS,United States Of America,4,E007054,DAWSON PRECISION COMPONENTS,DAWSON PRECISION COMPONENTS,United Kingdom,1,High,47,85.1,100.0,85.1,100.0,5
E002150,COLOMBO GIUSEPPE DI CARLO FIGLI,COLOMBO GIUSEPPE DI CARLO & FIGLI,,2,E002151,COLOMBO GIUSEPPE DI CARLO AND FIGLI,COLOMBO GIUSEPPE DI CARLO AND FIGLI,Italy,2,High,66,93.9,91.2,93.9,100.0,4
E001180,BEVEGO BYGGPLAT VENTILATION,BEVEGO BYGGPLÅT & VENTILATION,Sweden,3,E005473,BEVEGO BYGGPLAT AND VENTILATION,BEVEGO BYGGPLAT AND VENTILATION,Sweden,1,High,58,93.1,85.2,93.1,100.0,4
E001152,AMERICAN STRUCTURE AND DESIGN,AMERICAN STRUCTURE AND DESIGN,United States Of America,3,E004664,AMERICAN STRUCTURE DESIGN,AMERICAN STRUCTURE & DESIGN,,1,High,54,92.6,87.0,92.6,100.0,4
E000097,PEAK ANALYSIS AUTOMATION,PEAK ANALYSIS AUTOMATION | Peak Analysis Automation | Peak Analysis Automation Inc,United States Of America,3,E014283,PEAK ANALYSIS AND AUTOMATION,Peak Analysis and Automation,United States Of America,1,High,52,92.3,83.3,92.3,100.0,4
E000092,FIRST METALS AND PLASTICS,FIRST METALS AND PLASTICS | FIRST METALS AND PLASTICS INC | First Metals and Plastics Inc,United States Of America,3,E008635,FIRST METALS AND PLASTICS TECH,First Metals AND Plastics Tech,United States Of America,1,High,55,90.9,100.0,90.9,100.0,4
E001440,MECANIZADOS TER,MECANIZADOS TER,Spain,3,E012083,MECANIZADOS TER SL,MECANIZADOS TER SL,Spain,1,High,33,90.9,100.0,90.9,100.0,4
E001469,MASTERGRIND EDM,Mastergrind EDM,United States Of America,3,E011926,MASTERGRIND EDM II,MASTERGRIND EDM II,United States Of America,1,High,33,90.9,100.0,90.9,100.0,4
E001227,CMT INDUSTRIAL SOLUTIONS,CMT INDUSTRIAL SOLUTIONS,United States Of America,3,E010062,INDUSTRIAL SOLUTIONS,INDUSTRIAL SOLUTIONS,United States Of America,1,High,44,90.9,100.0,90.9,100.0,4
E000195,TRATTAMENTI TERMICI,TRATTAMENTI TERMICI | TRATTAMENTI TERMICI SRL,Italy,3,E008671,G R TRATTAMENTI TERMICI,G R TRATTAMENTI TERMICI,Italy,1,High,42,90.5,100.0,90.5,100.0,4
E001356,ILLINOIS TOOL WORKS,ILLINOIS TOOL WORKS,United States Of America,3,E010299,ILLINOIS TOOL WORKS ITW,Illinois Tool Works - ITW,United States Of America,1,High,42,90.5,100.0,90.5,100.0,4
E002136,CMJ PRECISION MACHINING,CMJ PRECISION MACHINING,Canada,2,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,High,42,90.5,100.0,90.5,100.0,4
E000160,MICHAEL HARRIS,MICHAEL HARRIS | Michael Harris,United States Of America,3,E012740,MR MICHAEL HARRIS,Mr Michael Harris,United States Of America,1,High,31,90.3,100.0,90.3,100.0,4
E003405,RAMBALDINI GINO C,RAMBALDINI GINO & C,,2,E003406,RAMBALDINI GINO AND C,RAMBALDINI GINO AND C,Italy,2,High,38,89.5,97.0,89.5,100.0,4
E000511,THE MASTER PRODUCTS,THE MASTER PRODUCTS COMPANY | The Master Products Co,United States Of America,2,E002973,MASTER PRODUCTS,MASTER PRODUCTS,United States Of America,2,High,34,88.2,100.0,88.2,100.0,4
E002812,K N ENGINEERING,K & N ENGINEERING,,2,E002813,K AND N ENGINEERING,K AND N ENGINEERING,United States Of America,2,High,34,88.2,96.6,88.2,100.0,4
E001445,METAL TECHNOLOGIES,METAL TECHNOLOGIES,United States Of America,3,E011102,KECY METAL TECHNOLOGIES,Kecy Metal Technologies,United States Of America,1,High,41,87.8,100.0,87.8,100.0,4
E001505,PATRIOT,PATRIOT,Canada,3,E013597,PATRIOT 3,PATRIOT 3,United States Of America,1,High,16,87.5,100.0,87.5,100.0,4
E000220,ANREN PRECISION MACHINING,ANREN PRECISION MACHINING | Anren Precision Machining,China,2,E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,High,44,86.4,100.0,86.4,100.0,4
E001393,KNORR BREMSE,KNORR BREMSE,Germany,3,E010986,KNORR BREMSE S A,KNORR- BREMSE S.A (PTY),,1,High,28,85.7,100.0,85.7,100.0,4
E001445,METAL TECHNOLOGIES,METAL TECHNOLOGIES,United States Of America,3,E005529,BISON METAL TECHNOLOGIES,BISON METAL TECHNOLOGIES LLC,United States Of America,1,High,42,85.7,100.0,85.7,100.0,4
E000311,FOUR STATE INDUSTRIAL,FOUR STATE INDUSTRIAL | Four State Industrial,United States Of America,2,E002479,FOUR STATE INDUSTRIAL SUPPLY,FOUR STATE INDUSTRIAL SUPPLY,United States Of America,2,High,49,85.7,100.0,85.7,100.0,4
E001768,MACHINING,AG Machining Inc,United States Of America,2,E001929,BC MACHINING,BC MACHINING,United States Of America,2,High,21,85.7,100.0,85.7,100.0,4
E001150,AMERICAN PRODUCTS,AMERICAN PRODUCTS,United States Of America,3,E004663,AMERICAN STEEL PRODUCTS,AMERICAN STEEL PRODUCTS,United States Of America,1,High,40,85.0,74.1,85.0,100.0,4
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E002921,LUNAR INDUSTRIAL SUPPLY,LUNAR INDUSTRIAL SUPPLY,Canada,2,High,40,85.0,100.0,85.0,100.0,4
E002574,GRACO SUPPLY AND INTEGRATED SERV,GRACO SUPPLY AND INTEGRATED SERV,United States Of America,2,E008982,GRACO SUPPLY AND INTEGRATED SERV S0,GRACO SUPPLY AND INTEGRATED SERV S0,United States Of America,1,High,67,95.5,100.0,95.5,100.0,3
E002083,CENTRAL TOOL ROOM AND TRAINING CENTRE MWI,CENTRAL TOOL ROOM AND TRAINING CENTRE MWI,,2,E006190,CENTRAL TOOL ROOM AND TRAINING CENTRE,CENTRAL TOOL ROOM AND TRAINING CENTRE,,1,High,78,94.9,100.0,94.9,100.0,3
E001850,AO PRECISION MANUFACTURING,AO PRECISION MANUFACTURING,United States Of America,2,E014010,PRECISION MANUFACTURING,PRECISION MANUFACTURING,Thailand,1,High,49,93.9,100.0,93.9,100.0,3
E003405,RAMBALDINI GINO C,RAMBALDINI GINO & C,,2,E014470,RAMBALDINI GINO,RAMBALDINI GINO SRL,,1,High,32,93.8,100.0,93.8,100.0,3
E001868,ARENTORPS LEGOINDUSTRI,ARENTORPS LEGOINDUSTRI,Sweden,2,E004881,ARENTORPS LEGOINDUSTRI AB,ARENTORPS LEGOINDUSTRI AB,Sweden,1,High,47,93.6,100.0,93.6,100.0,3
E002608,H AND H MACHINE,H AND H MACHINE,United States Of America,2,E005891,C AND H MACHINE,C AND H MACHINE,United States Of America,1,High,30,93.3,96.6,93.3,100.0,3
E002726,IMR ENGINEERING AND TECHNOLOGIES,IMR ENGINEERING AND TECHNOLOGIES,Brazil,2,E010001,IMR ENGINEERING TECHNOLOGIES,IMR ENGINEERING & TECHNOLOGIES,,1,High,60,93.3,85.7,93.3,100.0,3
E001782,AK INDUSTRIES,AK INDUSTRIES,United States Of America,2,E004439,AK S INDUSTRIES,AK S INDUSTRIES,Poland,1,High,28,92.9,91.7,92.9,100.0,3
E003863,TTL TECNO TEMPRANOVA LECCHESE,TTL TECNO TEMPRANOVA LECCHESE,Italy,2,E016442,TECNO TEMPRANOVA LECCHESE,TECNO TEMPRANOVA LECCHESE,,1,High,54,92.6,100.0,92.6,100.0,3
E000384,METAL CUTTING TECHNOLOGY,METAL CUTTING TECHNOLOGY PTY LTD | Metal Cutting Technology,Australia,2,E012194,METAL CUTTING TECHNOLOGY P L,METAL CUTTING TECHNOLOGY P/L,,1,High,52,92.3,100.0,92.3,100.0,3
E000436,PRECISION GRINDING,PRECISION GRINDING | Precision Grinding,United States Of America,2,E009586,HM PRECISION GRINDING,HM PRECISION GRINDING,United States Of America,1,High,39,92.3,100.0,92.3,100.0,3
E002305,DYNAMIC FITNESS AND STRENGTH,DYNAMIC FITNESS AND STRENGTH,United States Of America,2,E007473,DYNAMIC FITNESS STRENGTH,DYNAMIC FITNESS & STRENGTH,,1,High,52,92.3,83.3,92.3,100.0,3
E000298,EQUIPEMENTS INDUSTRIELS IBS,EQUIPEMENTS INDUSTRIELS IBS | EQUIPEMENTS INDUSTRIELS IBS INC,Canada,2,E007920,EQUIPEMENTS INDUSTRIELS,EQUIPEMENTS INDUSTRIELS,Canada,1,High,50,92.0,100.0,92.0,100.0,3
E003653,SOUTHERN PAINT AND POWDER,SOUTHERN PAINT AND POWDER,United States Of America,2,E015762,SOUTHERN PAINT POWDER,SOUTHERN PAINT & POWDER,,1,High,46,91.3,83.3,91.3,100.0,3
E000226,AUSTIN PRECISION PRODUCTS,AUSTIN PRECISION PRODUCTS | Austin Precision Products,United States Of America,2,E005081,AUSTIN PRECISION PRODUCTS APPI,AUSTIN PRECISION PRODUCTS APPI,United States Of America,1,High,55,90.9,100.0,90.9,100.0,3
E002199,CSEPELI SZERSZAMEDZO KFT,CSEPELI SZERSZAMEDZO KFT,Hungary,2,E006806,CSEPELI SZERSZAMEDZO,CSEPELI SZERSZAMEDZO,,1,High,44,90.9,100.0,90.9,100.0,3
E003829,TORNERIA MECCANICA DUCCI,TORNERIA MECCANICA DUCCI,Italy,2,E016743,TORNERIA MECCANICA DUCCI FLLI,TORNERIA MECCANICA DUCCI FLLI SRL,Italy,1,High,53,90.6,100.0,90.6,100.0,3
E000378,MATTHEWS LUBRICANTS,MATTHEWS LUBRICANTS | Matthews Lubricants,United States Of America,2,E012693,MATTHEWS LUBRICANTS SIS,Matthews Lubricants SIS,United States Of America,1,High,42,90.5,100.0,90.5,100.0,3
E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,E011618,LWM PRECISION MACHINING,LWM PRECISION MACHINING,United States Of America,1,High,42,90.5,100.0,90.5,100.0,3
E003416,RDM INDUSTRIAL PRODUCTS,RDM INDUSTRIAL PRODUCTS INC,United States Of America,2,E010059,INDUSTRIAL PRODUCTS,INDUSTRIAL PRODUCTS CO LLC,United States Of America,1,High,42,90.5,100.0,90.5,100.0,3
E003465,ROCKWELL AUTOMATION,ROCKWELL AUTOMATION,United States Of America,2,E014798,ROCKWELL AUTOMATION SSB,ROCKWELL AUTOMATION SSB,United States Of America,1,High,42,90.5,100.0,90.5,100.0,3
E002332,ELECTRO CHEM METAL FINISHING,ELECTRO CHEM METAL FINISHING INC,United States Of America,2,E007705,ELECTRO METAL FINISHING,ELECTRO METAL FINISHING,United States Of America,1,High,51,90.2,82.9,90.2,100.0,3
E002211,CAROLINA PRECISION MFG,Carolina Precision Mfg,United States Of America,2,E006063,CAROLINA PRECISION,CAROLINA PRECISION,United States Of America,1,High,40,90.0,100.0,90.0,100.0,3
E003870,TWINVAC INDUSTRIES,TWINVAC INDUSTRIES,United States Of America,2,E017012,TWINVAC INDUSTRIES PTE,TWINVAC INDUSTRIES PTE LTD,Singapore,1,High,40,90.0,100.0,90.0,100.0,3
E003253,OHIO METALLURGICAL SERVICES,Ohio Metallurgical Services,United States Of America,2,E012233,METALLURGICAL SERVICES,METALLURGICAL SERVICES,United States Of America,1,High,49,89.8,100.0,89.8,100.0,3
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E008302,FHC INDUSTRIAL SUPPLY,FHC INDUSTRIAL SUPPLY,United States Of America,1,High,38,89.5,100.0,89.5,100.0,3
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E012611,MSC INDUSTRIAL SUPPLY,MSC INDUSTRIAL SUPPLY,United States Of America,1,High,38,89.5,100.0,89.5,100.0,3
E002083,CENTRAL TOOL ROOM AND TRAINING CENTRE MWI,CENTRAL TOOL ROOM AND TRAINING CENTRE MWI,,2,E006191,CENTRAL TOOL ROOM TRAINING CENTRE,CENTRAL TOOL ROOM&TRAINING CENTRE,,1,High,74,89.2,87.9,89.2,100.0,3
E003504,SAAB KOCKUMS,SAAB KOCKUMS,Sweden,2,E015006,SAAB KOCKUMS AB,SAAB KOCKUMS AB,Sweden,1,High,27,88.9,100.0,88.9,100.0,3
E002276,DN METALURGICA,DN METALURGICA,Brazil,2,E004370,METALURGICA,AG METALURGICA,Spain,1,High,25,88.0,100.0,88.0,100.0,3
E002399,EPIC METALS,Epic Metals Corporation,United States Of America,2,E008133,EPIC METALS FL,Epic Metals Corp FL,,1,High,25,88.0,100.0,88.0,100.0,3
E001852,APEX ANODIZING NEV,APEX ANODIZING NEV,United States Of America,2,E004814,APEX ANODIZING,APEX ANODIZING INC,,1,High,32,87.5,100.0,87.5,100.0,3
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E005796,BULL INDUSTRIAL SUPPLY,BULL INDUSTRIAL SUPPLY,Canada,1,High,39,87.2,100.0,87.2,100.0,3
E003342,PRECISION FORGING,PRECISION FORGING,United States Of America,2,E014000,PRECISION FORGING DIES,PRECISION FORGING DIES,United States Of America,1,High,39,87.2,100.0,87.2,100.0,3
E001931,BCN TRASVASES,BCN TRASVASES,Spain,2,E005359,BCN TRASVASES S L,BCN TRASVASES S L,,1,High,30,86.7,100.0,86.7,100.0,3
E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,E010788,KAMOX PRECISION MACHINING,KAMOX PRECISION MACHINING,United States Of America,1,High,44,86.4,100.0,86.4,100.0,3
E003346,PRECISION MACHINING,PRECISION MACHINING,United States Of America,2,E012718,MICRO PRECISION MACHINING,Micro Precision Machining,United States Of America,1,High,44,86.4,100.0,86.4,100.0,3
E000542,VAC AERO INTERNATIONAL,VAC AERO INTERNATIONAL | VAC AERO INTERNATIONAL INC,Canada,2,E017271,VAC AERO INTERNATIONAL QUEBEC,VAC AERO INTERNATIONAL INC QUEBEC,Canada,1,High,51,86.3,100.0,86.3,100.0,3
E000436,PRECISION GRINDING,PRECISION GRINDING | Precision Grinding,United States Of America,2,E007452,DUVAL PRECISION GRINDING,DUVAL PRECISION GRINDING,United States Of America,1,High,42,85.7,100.0,85.7,100.0,3
E001768,MACHINING,AG Machining Inc,United States Of America,2,E012034,MD MACHINING,MD Machining,,1,High,21,85.7,100.0,85.7,100.0,3
E002039,C HANSEN,C HANSEN,Sweden,2,E009304,HANSEN,HANSEN,Denmark,1,High,14,85.7,100.0,85.7,100.0,3
E002107,CHEMETALL,CHEMETALL,Germany,2,E006291,CHEMETALL US,CHEMETALL US INC,United States Of America,1,High,21,85.7,100.0,85.7,100.0,3
E003009,MECCANICA,MECCANICA,Italy,2,E006750,CP MECCANICA,CP MECCANICA,Italy,1,High,21,85.7,100.0,85.7,100.0,3
E003009,MECCANICA,MECCANICA,Italy,2,E012094,MECCANICA CT,MECCANICA CT,Italy,1,High,21,85.7,100.0,85.7,100.0,3
E003762,TALLERES MECANICOS DALGO,TALLERES MECANICOS DALGO,Spain,2,E016316,TALLERES MECANICOS,TALLERES MECANICOS,Spain,1,High,42,85.7,100.0,85.7,100.0,3
E003763,TALLERES MECANICOS ELKAR,TALLERES MECANICOS ELKAR,Spain,2,E016316,TALLERES MECANICOS,TALLERES MECANICOS,Spain,1,High,42,85.7,100.0,85.7,100.0,3
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E005287,BANDM INDUSTRIAL SUPPLY,BANDM INDUSTRIAL SUPPLY,United States Of America,1,High,40,85.0,100.0,85.0,100.0,3
E000334,INDUSTRIAL SUPPLY,INDUSTRIAL SUPPLY | INDUSTRIAL SUPPLY CO,United States Of America,2,E008399,FLOOD INDUSTRIAL SUPPLY,FLOOD INDUSTRIAL SUPPLY,,1,High,40,85.0,100.0,85.0,100.0,3
E002355,ENGINEERED MATERIALS SOLUTIONS,ENGINEERED MATERIALS SOLUTIONS,United States Of America,2,E007855,ENGINEERED MATERIAL SOLUTIONS,ENGINEERED MATERIAL SOLUTIONS,United States Of America,1,High,59,98.3,96.6,98.3,98.3,3
E003239,ORI DI ALTINI ANNAMARIA E C,ORI DI ALTINI ANNAMARIA E C SAS,Italy,2,E013184,O RI DI ALTINI ANNAMARIA E C,O.RI. DI ALTINI ANNAMARIA E C. SAS,,1,High,55,98.2,98.1,98.2,98.2,3
E002550,GHI HORNOS INDUSTRIALES SL,GHI HORNOS INDUSTRIALES SL,Spain,2,E008840,GHI HORNOS INDUSTRIALESSL,GHI HORNOS INDUSTRIALESSL,Spain,1,High,51,98.0,96.0,98.0,98.0,3
E006189,CENTRAL TOOL ROOM TRAINING CENTRE MW,CENTRAL TOOL ROOM & TRAINING CENTRE MW,,1,E006191,CENTRAL TOOL ROOM TRAINING CENTRE,CENTRAL TOOL ROOM&TRAINING CENTRE,,1,High,69,95.7,100.0,95.7,100.0,2
E006213,CERTA SZERSZAMKESZITO ES ALKATRESZGYARTO,CERTA SZERSZAMKESZITO ES ALKATRESZGYARTO,,1,E006214,CERTA SZERSZAMKESZITO ES ALKATRESZGYARTO KFT,CERTA Szerszámkészítő és Alkatrészgyártó Kft.,,1,High,84,95.2,100.0,95.2,100.0,2
E015552,SILVER SAIL CAPITAL 3P EQUITY PARTNERS,SILVER SAIL CAPITAL & 3P EQUITY PARTNERS,,1,E015553,SILVER SAIL CAPITAL AND 3P EQUITY PARTNERS,SILVER SAIL CAPITAL AND 3P EQUITY PARTNERS,United States Of America,1,High,80,95.0,89.5,95.0,100.0,2
E005232,B AND B MULTIFLUID DI BONISTALLI FABIO,B AND B MULTIFLUID DI BONISTALLI FABIO,Italy,1,E005250,B B MULTIFLUID DI BONISTALLI FABIO,B&B MULTIFLUID DI BONISTALLI FABIO,,1,High,72,94.4,98.5,94.4,100.0,2
E006190,CENTRAL TOOL ROOM AND TRAINING CENTRE,CENTRAL TOOL ROOM AND TRAINING CENTRE,,1,E006191,CENTRAL TOOL ROOM TRAINING CENTRE,CENTRAL TOOL ROOM&TRAINING CENTRE,,1,High,70,94.3,87.9,94.3,100.0,2
E006430,CLASS HEAT TREATMENT ENGINEERING,CLASS HEAT TREATMENT & ENGINEERING,,1,E006431,CLASS HEAT TREATMENT AND ENGINEERING,CLASS HEAT TREATMENT AND ENGINEERING,India,1,High,68,94.1,87.5,94.1,100.0,2
E010750,K AND L GRINDING,K AND L GRINDING INC,United States Of America,1,E011127,L AND L GRINDING,L AND L GRINDING,United States Of America,1,High,32,93.8,96.8,93.8,100.0,2
E014664,REYNOLDS ENGINEERING AND EQUIPMENT,REYNOLDS ENGINEERING AND EQUIPMENT INC,United States Of America,1,E014665,REYNOLDS ENGINEERING EQUIPMENT,REYNOLDS ENGINEERING EQUIPMENT,Canada,1,High,64,93.8,86.7,93.8,100.0,2
E011701,MACHINING TECHNOLOGIES,MACHINING TECHNOLOGIES,United States Of America,1,E012621,MT MACHINING TECHNOLOGIES,MT MACHINING TECHNOLOGIES INC,United States Of America,1,High,47,93.6,100.0,93.6,100.0,2
E009551,HILL CASTING EQUIPMENT SUPPLY,HILL CASTING EQUIPMENT & SUPPLY,United States Of America,1,E009552,HILL CASTING EQUIPMENT AND SUPPLY,HILL CASTING EQUIPMENT AND SUPPLY,United States Of America,1,High,62,93.5,88.5,93.5,100.0,2
E010328,J J MEDICAL EQUIPMENT SERVICE,"J & J MEDICAL EQUIPMENT SERVICE, LLC.",,1,E010331,J AND J MEDICAL EQUIPMENT SERVICE,J AND J MEDICAL EQUIPMENT SERVICE LLC,United States Of America,1,High,62,93.5,98.2,93.5,100.0,2
E004055,4 ITS BIRMINGHAM,4 ITS BIRMINGHAM,United States Of America,1,E010271,ITS BIRMINGHAM,ITS Birmingham,United States Of America,1,High,30,93.3,100.0,93.3,100.0,2
E010106,INFINITY MACHINE ENGINEERING,INFINITY MACHINE & ENGINEERING,,1,E010107,INFINITY MACHINE AND ENGINEERING,INFINITY MACHINE AND ENGINEERING,United States Of America,1,High,60,93.3,85.7,93.3,100.0,2
E015537,SIGMA ELECTRIC MANUFACTURING,SIGMA ELECTRIC MANUFACTURING,United States Of America,1,E015538,SIGMA ELECTRIC MANUFACTURING MWA,SIGMA ELECTRIC MANUFACTURING MWA,,1,High,60,93.3,100.0,93.3,100.0,2
E009871,I M MACHINE AND FABRICATION,I & M MACHINE AND FABRICATION,,1,E009872,I AND M MACHINE AND FABRICATION,I AND M MACHINE AND FABRICATION,United States Of America,1,High,58,93.1,98.1,93.1,100.0,2
E011557,LUBRICATION SERVICE SYSTEM,LUBRICATION SERVICE & SYSTEM,,1,E011558,LUBRICATION SERVICE AND SYSTEM,LUBRICATION SERVICE AND SYSTEM,United States Of America,1,High,56,92.9,87.0,92.9,100.0,2
E013933,POWDERKEG COATING BLASTING,POWDERKEG COATING & BLASTING,,1,E013934,POWDERKEG COATING AND BLASTING,POWDERKEG COATING AND BLASTING,United States Of America,1,High,56,92.9,87.0,92.9,100.0,2
E014986,S R LINDENBERG PRODUKTIONS,S & R LINDENBERG PRODUKTIONS GMBH,Germany,1,E014990,S AND R LINDENBERG PRODUKTIONS,S AND R LINDENBERG PRODUKTIONS,Germany,1,High,56,92.9,98.0,92.9,100.0,2
E017439,VILADOS EXPEDITIONS,VILADOS EXPEDITIONS,Spain,1,E017440,VILADOS EXPEDITIONS SL,VILADOS EXPEDITIONS SL,Spain,1,High,41,92.7,100.0,92.7,100.0,2
E014827,ROLL SURFACE TECHNOLOGIES,ROLL SURFACE TECHNOLOGIES,Australia,1,E014828,ROLL SURFACE TECHNOLOGIES CAD,ROLL SURFACE TECHNOLOGIES CAD,Canada,1,High,54,92.6,100.0,92.6,100.0,2
E014827,ROLL SURFACE TECHNOLOGIES,ROLL SURFACE TECHNOLOGIES,Australia,1,E014829,ROLL SURFACE TECHNOLOGIES USD,ROLL SURFACE TECHNOLOGIES USD,Canada,1,High,54,92.6,100.0,92.6,100.0,2
E015848,SRK FINE TUNE ENGINEERING,SRK FINE TUNE ENGINEERING,India,1,E015849,SRK FINE TUNE ENGINEERING MWI,SRK FINE TUNE ENGINEERING MWI,,1,High,54,92.6,100.0,92.6,100.0,2
E012832,NATRAJ IRON AND CASTINGS MWI,NATRAJ IRON AND CASTINGS MWI,India,1,E012833,NATRAJ IRON AND CASTINGS,NATRAJ IRON and CASTINGS,,1,High,52,92.3,100.0,92.3,100.0,2
E014016,PRECISION SCALE BALANCE,PRECISION SCALE & BALANCE,,1,E014017,PRECISION SCALE AND BALANCE,PRECISION SCALE AND BALANCE,United States Of America,1,High,50,92.0,87.8,92.0,100.0,2
E007256,DINGTAI SUPER ALLOY ALUMINUM,DINGTAI SUPER ALLOY ALUMINUM,China,1,E007257,DINGTAI SUPER ALLOY ALUMINUM SHIP,DINGTAI SUPER ALLOY ALUMINUM  SHIP,,1,High,61,91.8,100.0,91.8,100.0,2
E005433,BERG ENGINEERING SALES,BERG ENGINEERING & SALES COMPANY,,1,E005434,BERG ENGINEERING AND SALES,BERG ENGINEERING AND SALES COMPANY,United States Of America,1,High,48,91.7,90.0,91.7,100.0,2
E016131,SWEDISH MATCH LIGHTERS B V,SWEDISH MATCH LIGHTERS B.V.,Netherlands,1,E016132,SWEDISH MATCH LIGHTERS,SWEDISH MATCH LIGHTERS BV,Netherlands,1,High,48,91.7,100.0,91.7,100.0,2
E004807,AP PRECISION METALS,AP PRECISION METALS,United States Of America,1,E014011,PRECISION METALS,PRECISION METALS,United States Of America,1,High,35,91.4,100.0,91.4,100.0,2
E007841,ENERGY SOLUTIONS,ENERGY SOLUTIONS INC,United States Of America,1,E011532,LS ENERGY SOLUTIONS,LS ENERGY SOLUTIONS,United States Of America,1,High,35,91.4,100.0,91.4,100.0,2
E017073,U CHAIN SEMICONDUCTOR,U CHAIN SEMICONDUCTOR,,1,E017074,U CHAIN SEMICONDUCTOR LTC,"U CHAIN SEMICONDUCTOR CO., LTC",,1,High,46,91.3,100.0,91.3,100.0,2
E005315,BARRIE WELDING AND MACHINE,BARRIE WELDING AND MACHINE,United States Of America,1,E005316,BARRIE WELDING AND MACHINE 1974,BARRIE WELDING AND MACHINE 1974,Canada,1,High,57,91.2,100.0,91.2,100.0,2
E010180,INTERMATIC JUAREZ DE RL DE CV,INTERMATIC JUAREZ DE RL DE CV,Mexico,1,E010181,INTERMATIC JUAREZ S DE RL CV,INTERMATIC JUAREZ S DE RL CV,Mexico,1,High,57,91.2,92.3,91.2,100.0,2
E004133,AB MOTALA VERKSTAD,AB MOTALA VERKSTAD,Sweden,1,E012558,MOTALA VERKSTAD,MOTALA VERKSTAD,,1,High,33,90.9,100.0,90.9,100.0,2
