Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP,Normalization_Changed
LIU YAO INDUSTRIAL,1,2,Taiwan,LIU YAO INDUSTRIAL,False
LIU YAO INDUSTRIAL SHIPNO67,1,1,Taiwan,LIU YAO INDUSTRIAL SHIPNO67,False
LIUGONG,1,1,,LIUGONG,False
LIUZHOU WENJIAN,1,2,China,LIUZHOU WENJIAN,False
LIVEN AGRO SA,1,2,Spain,LIVEN AGRO,True
LIVORNO LUBRIFICANTI,1,2,Italy,LIVORNO LUBRIFICANTI,False
LIXIANG HEFEI,1,1,China,LIXIANG HEFEI,False
LIYANG CITY YONGHENG HEAT TREATMENT,1,2,China,LIYANG CITY YONGHENG HEAT TREATMENT,False
LIYANG JINKUN,1,2,China,LIYANG JINKUN,False
LIYANG TIANRUN,1,3,China,LIYANG TIANRUN,False
LIZETH PATRICIA HERNANDEZ RIVERA,1,4,Mexico,LIZETH PATRICIA HERNANDEZ RIVERA,False
LJ ENGINEERING,1,2,United States Of America,LJ ENGINEERING,False
LJ MASKINTEKNIK,1,3,Sweden,LJ MASKINTEKNIK,False
LJ TRANSPORT,1,4,Spain,LJ TRANSPORT,False
LKM PARTS MFG LTD,1,1,Canada,LKM PARTS MFG,True
LL BEAN,1,2,United States Of America,LL BEAN,False
LL BEAN INC BRUNSWICK,1,1,United States Of America,LL BEAN BRUNSWICK,True
LLINK TECHNOLOGIES,1,2,United States Of America,LLINK TECHNOLOGIES,False
LLNL FOR U S DOE NNSA,1,2,United States Of America,LLNL FOR U S DOE NNSA,False
LLOYD AND JONES ENGINEERING,1,1,United Kingdom,LLOYD AND JONES ENGINEERING,False
LM LEMVIGHMULLER,1,3,Denmark,LM LEMVIGHMULLER,False
LM T CZECH REPUBLIC SPOL S RO,1,2,Czech Republic,LM T CZECH REPUBLIC SPOL S RO,False
LMC MANUFACTURING,1,4,,LMC MANUFACTURING,False
LMI,1,2,United States Of America,LMI,False
LMR EMBOUTISSAGE,1,2,France,LMR EMBOUTISSAGE,False
LMT Finance and Shared Services GmbH,1,3,Germany,LMT FINANCE AND SHARED SERVICES,True
LMT GROUP,1,1,Germany,LMT GROUP,False
LMT INDUSTRIAL,1,1,Thailand,LMT INDUSTRIAL,False
LMT LEUCHTEN METALL TECHNIK,1,2,Germany,LMT LEUCHTEN METALL TECHNIK,False
LMT SHARED SERVICES,1,2,Germany,LMT SHARED SERVICES,False
LMTECHNOLOGY,1,1,United Kingdom,LMTECHNOLOGY,False
LO DECOUPE SARL,1,2,France,LO DECOUPE SARL,False
LOAD TRAIL,1,2,United States Of America,LOAD TRAIL,False
LOC INDUSTRIES INC,1,2,United States Of America,LOC INDUSTRIES,True
LOCHINVAR CORP DIV AO SMITH,1,2,United States Of America,LOCHINVAR DIV AO SMITH,True
LOCK FOCUS,1,1,Australia,LOCK FOCUS,False
LOCKER GROUP,1,2,Australia,LOCKER GROUP,False
LOCKER GROUP T/A DANDENONG SOUTH,1,1,,LOCKER GROUP T A DANDENONG SOUTH,True
LOCUST GROVE,1,1,United States Of America,LOCUST GROVE,False
LOFLIN FABRICATION,1,2,United States Of America,LOFLIN FABRICATION,False
LOFTHOUSE FORGING AND MACHINING,1,2,Canada,LOFTHOUSE FORGING AND MACHINING,False
LOG COLOR,1,2,Brazil,LOG COLOR,False
LOGAN MACHINE WORKS,1,3,United States Of America,LOGAN MACHINE WORKS,False
LOGIESPAÑA ACIES S L,1,1,Spain,LOGIESPANA ACIES S L,True
LOGISTICA Y ACABADOS,1,2,Spain,LOGISTICA Y ACABADOS,False
LOGISTICA Y OPERACIONES,1,2,Mexico,LOGISTICA Y OPERACIONES,False
LOGISTICA Y TRANSPORTES BENITO,1,1,Spain,LOGISTICA Y TRANSPORTES BENITO,False
LOGISTICS ART INDUSTRIAL,1,2,United States Of America,LOGISTICS ART INDUSTRIAL,False
LOGISTICS INTERNATIONAL,1,2,United States Of America,LOGISTICS INTERNATIONAL,False
LOGISTICS MASTERS WORLDWIDE SL,1,2,Spain,LOGISTICS MASTERS WORLDWIDE SL,False
LOGISTICUS GROUP LLC,1,1,United States Of America,LOGISTICUS GROUP,True
LOGSTOR,1,2,Poland,LOGSTOR,False
LOGUE INDUSTRIES INC,1,2,United States Of America,LOGUE INDUSTRIES,True
LOH COST UNALLOCATED,1,1,Germany,LOH COST UNALLOCATED,False
LOLLIS METAL FABRICATION,1,1,United States Of America,LOLLIS METAL FABRICATION,False
LOLN CRANKSHAFT AND MACHINE,1,1,United States Of America,LOLN CRANKSHAFT AND MACHINE,False
LOLN FORGE,1,2,United States Of America,LOLN FORGE,False
LOMBARDI GIULIO,1,1,Italy,LOMBARDI GIULIO,False
LOMBARDI GIULIO SNC,1,2,Italy,LOMBARDI GIULIO SNC,False
LOMBARDINI,1,3,Italy,LOMBARDINI,False
LOMEC INGRANAGGI SRL,1,1,Netherlands,LOMEC INGRANAGGI,True
LONE STAR HEAT TREATING,1,2,United States Of America,LONE STAR HEAT TREATING,False
LONESTAR GROUP,1,2,United States Of America,LONESTAR GROUP,False
LONESTAR WELDING INC,1,1,Canada,LONESTAR WELDING,True
LONG BILLION IN ROW,1,1,Taiwan,LONG BILLION IN ROW,False
LONG DIAN INDUSTRY,1,2,Taiwan,LONG DIAN INDUSTRY,False
LONG ENGINEERNG AUSTRALIA,1,2,Australia,LONG ENGINEERNG AUSTRALIA,False
LONG ENGINEERNG HOMEBUSH,1,1,,LONG ENGINEERNG HOMEBUSH,False
LONG MACHINE INC,1,2,United States Of America,LONG MACHINE,True
LONG YANG PRECISION,1,2,Taiwan,LONG YANG PRECISION,False
LONGA INDUSTRIAL,1,2,Brazil,LONGA INDUSTRIAL,False
LONGBAR GRINDING,1,2,United States Of America,LONGBAR GRINDING,False
LONGGONG,1,3,China,LONGGONG,False
LONGO ELECTRIAL MECHANICAL,1,2,United States Of America,LONGO ELECTRIAL MECHANICAL,False
LONGXI BEARING,1,2,China,LONGXI BEARING,False
LONGXING HEAT TREATMENT,1,3,Taiwan,LONGXING HEAT TREATMENT,False
LONNEBERGA MEK,1,3,Sweden,LONNEBERGA MEK,False
LOOF,1,3,Sweden,LOOF,False
LOON LAKE PRECISION,1,2,United States Of America,LOON LAKE PRECISION,False
LOOS CUTTING SOLUTIONS BV,1,2,Netherlands,LOOS CUTTING SOLUTIONS,True
LOPAN METAL TREATMENT,1,2,India,LOPAN METAL TREATMENT,False
LOPEZ,1,1,Argentina,LOPEZ,False
LOPEZ DE FORONDASC,1,2,Spain,LOPEZ DE FORONDASC,False
LOPEZ PLATING SERVICES,1,1,United States Of America,LOPEZ PLATING SERVICES,False
LOR KUNSL,1,2,Spain,LOR KUNSL,False
LORAIN TOOL ENTERPRISES,1,1,United States Of America,LORAIN TOOL ENTERPRISES,False
LORAM,1,4,India,LORAM,False
LORAMENDI,1,1,Spain,LORAMENDI,False
LORANGE,1,3,Germany,LORANGE,False
LORENZ CONVEYING PRODUCTS,1,2,Canada,LORENZ CONVEYING PRODUCTS,False
LORENZ HASENBACH GMBH,1,2,Germany,LORENZ HASENBACH,True
LORENZETTI,1,1,Brazil,LORENZETTI,False
LORETT OIL CO,1,1,United States Of America,LORETT OIL,True
LORKENTECH HENRYK BUGDOL,1,1,Poland,LORKENTECH HENRYK BUGDOL,False
LOROUTIL SAS,1,2,France,LOROUTIL,True
LORTEK SCOOP,1,2,Spain,LORTEK SCOOP,False
LOS ANGELES COUNTY FIRE DEPARTMENT,1,1,United States Of America,LOS ANGELES COUNTY FIRE DEPARTMENT,False
LOS ANGELES TIMES,1,2,United States Of America,LOS ANGELES TIMES,False
LOS ANGELES UNITED INVESTMENT,1,1,United States Of America,LOS ANGELES UNITED INVESTMENT,False
LOS ELIAS,1,2,Spain,LOS ELIAS,False
LOUDI ZHONGXING HYDRAULIC PARTS,1,3,China,LOUDI ZHONGXING HYDRAULIC PARTS,False
LOUDON INDUSTRIES INC,1,2,United States Of America,LOUDON INDUSTRIES,True
LOUFE,1,2,Brazil,LOUFE,False
LOUIS POULSEN,1,1,Denmark,LOUIS POULSEN,False
LOUISIANA STEEL,1,4,United States Of America,LOUISIANA STEEL,False
LOUPOT,1,2,France,LOUPOT,False
LOVEJOY TOOL,1,2,United States Of America,LOVEJOY TOOL,False
LOWCOUNTRY HURRICANE AND PROTECT,1,2,United States Of America,LOWCOUNTRY HURRICANE AND PROTECT,False
LOWE BRIAN,1,2,Canada,LOWE BRIAN,False
LOWE CHEMICAL,1,1,United States Of America,LOWE CHEMICAL,False
LOWEN,1,2,United States Of America,LOWEN,False
LOXX LOGISTICS,1,2,Germany,LOXX LOGISTICS,False
LOZIER,1,5,United States Of America,LOZIER,False
LP,1,1,Italy,,True
LP NARZEDZIA,1,1,Poland,NARZEDZIA,True
LP PRESSGJUTERI,1,2,Sweden,PRESSGJUTERI,True
LPA SNC,1,2,Italy,LPA SNC,False
LPC POWDER COATINGS,1,2,United States Of America,LPC POWDER COATINGS,False
LPR SAMKO,1,2,Italy,LPR SAMKO,False
LRM JUAREZ OU,1,2,United States Of America,LRM JUAREZ OU,False
LRW CUTTING TOOLS,1,2,United States Of America,LRW CUTTING TOOLS,False
LS ENERGY SOLUTIONS,1,2,United States Of America,LS ENERGY SOLUTIONS,False
LS INDUSTRIES,1,2,United States Of America,LS INDUSTRIES,False
LS STARRETT COMPANY,1,2,United States Of America,LS STARRETT,True
LSC COMMUNICATIONS,1,2,United States Of America,LSC COMMUNICATIONS,False
LSCHAIBLE GMBH AND CO KG,1,1,Germany,LSCHAIBLE AND KG,True
LSI SUPPLY AP PLASMAN PLT 1,1,1,Canada,LSI SUPPLY AP PLASMAN PLT 1,False
LSI SUPPLY INC CHATHAM,1,2,Canada,LSI SUPPLY CHATHAM,True
LSI SUPPLY INC LEAMINGTON,1,2,Canada,LSI SUPPLY LEAMINGTON,True
LSI SUPPLY INC LONDON,1,1,Canada,LSI SUPPLY LONDON,True
LSI SUPPLY INC WINDSOR,1,2,Canada,LSI SUPPLY WINDSOR,True
LSI SUPPLY STRATUS PLASTICS INTL,1,1,Canada,LSI SUPPLY STRATUS PLASTICS INTL,False
LTC ROLL AND ENGINEERING DE MEXICO,1,2,Mexico,LTC ROLL AND ENGINEERING DE MEXICO,False
LTD ALUMAR,1,1,Russian Federation,ALUMAR,True
LTP MERCURY CHEMICAL,1,3,United States Of America,LTP MERCURY CHEMICAL,False
LUANJU CLIMATIZACION INDUSTRIAL SL,1,2,Spain,LUANJU CLIMATIZACION INDUSTRIAL SL,False
LUB SERVICE,1,2,Germany,LUB SERVICE,False
LUBE TECH,1,4,United States Of America,LUBE TECH,False
LUBESMEX DECV,1,2,United States Of America,LUBESMEX DECV,False
LUBETECH,1,2,England,LUBETECH,False
LUBETECH AND PARTNERS LLC,1,1,United States Of America,LUBETECH AND PARTNERS,True
LUBRI G,1,2,Mexico,LUBRI G,False
LUBRICANETES Y PLASTICOS TECNICOS,1,1,Spain,LUBRICANETES Y PLASTICOS TECNICOS,False
LUBRICANTES ARRIAGA,1,1,Spain,LUBRICANTES ARRIAGA,False
LUBRICANTES AUGUSTO SUBIRA,1,1,,LUBRICANTES AUGUSTO SUBIRA,False
LUBRICANTS UK LIMITED,1,1,,LUBRICANTS UK,True
LUBRICANTS UK LTD - EUR LUB PANGBOURNE,1,1,,LUBRICANTS UK EUR LUB PANGBOURNE,True
LUBRICANTS UK LTDKERNOW,1,2,United Kingdom,LUBRICANTS UK LTDKERNOW,False
LUBRICATION SERVICE & SYSTEM,1,1,,LUBRICATION SERVICE SYSTEM,True
LUBRICATION SERVICE AND SYSTEM,1,2,United States Of America,LUBRICATION SERVICE AND SYSTEM,False
LUBRICO,1,2,,LUBRICO,False
LUBRIDUERO,1,1,Spain,LUBRIDUERO,False
LUBRIMAR,1,1,Spain,LUBRIMAR,False
LUBRIMONSA,1,2,Spain,LUBRIMONSA,False
LUBRINA RECYCLING,1,1,India,LUBRINA RECYCLING,False
LUCA VALVES,1,2,Spain,LUCA VALVES,False
LUCAMAR SRL,1,2,Argentina,LUCAMAR,True
LUCAS DANIEL,1,2,Brazil,LUCAS DANIEL,False
LUCAS PAINT INC,1,2,United States Of America,LUCAS PAINT,True
LUCCHINI,1,1,Italy,LUCCHINI,False
LUCCHINI RS,1,2,,LUCCHINI RS,False
LUCCO BORLERA,1,2,Italy,LUCCO BORLERA,False
LUCEFIN,1,1,Italy,LUCEFIN,False
LUCIANO,1,2,Brazil,LUCIANO,False
LUCKE MASCHINENBAU GMBH,1,2,Germany,LUCKE MASCHINENBAU,True
LUDMANN,1,1,France,LUDMANN,False
LUDVIKA ALEJANDRA NAVARRO ARIAS,1,2,Mexico,LUDVIKA ALEJANDRA NAVARRO ARIAS,False
LUDWIG INDUSTRIES,1,4,United States Of America,LUDWIG INDUSTRIES,False
LUEB AND SCHUMACHER GMBH AND CO KG,1,2,Germany,LUEB AND SCHUMACHER AND KG,True
LUIGI MARANGON,1,2,Italy,LUIGI MARANGON,False
LUIS ANGEL BELTRAN DE SALAZAR ANSOTEGUI,1,2,Spain,LUIS ANGEL BELTRAN DE SALAZAR ANSOTEGUI,False
LUIS ANTONIO,1,2,Mexico,LUIS ANTONIO,False
LUIS GABRIEL,1,1,Argentina,LUIS GABRIEL,False
LUIS Mº JAUREGUI AIZPURU,1,2,Spain,LUIS Mo JAUREGUI AIZPURU,True
LUKMAR,1,1,Poland,LUKMAR,False
LUMBECK UND WOLTER,1,1,Germany,LUMBECK UND WOLTER,False
LUMILAGRO,1,2,Argentina,LUMILAGRO,False
LUMINAZ SAFETY GLASSES,1,2,India,LUMINAZ SAFETY GLASSES,False
LUMINI,1,2,Brazil,LUMINI,False
LUND MANUFACTURING,1,1,United States Of America,LUND MANUFACTURING,False
LUND MASKINFABRIK,1,3,Denmark,LUND MASKINFABRIK,False
LUNDA CONSTRUCTION,1,2,United States Of America,LUNDA CONSTRUCTION,False
LUNDAAMES JOINT VENTURE,1,3,Brazil,LUNDAAMES JOINT VENTURE,False
LUNDBERG TECH,1,3,United States Of America,LUNDBERG TECH,False
LUNDSTROMS,1,3,Sweden,LUNDSTROMS,False
LUNDTEK,1,1,United Kingdom,LUNDTEK,False
LUNIK STAR,1,2,Czech Republic,LUNIK STAR,False
LUNN ENG,1,2,England,LUNN ENG,False
LUOYANG DANRUI,1,1,China,LUOYANG DANRUI,False
LUOYANG GUOTAI,1,1,,LUOYANG GUOTAI,False
LUOYANG GUOTAI PRECISION,1,1,,LUOYANG GUOTAI PRECISION,False
LUOYANG HUIGONG BEARING TECHNOLOGY,1,2,China,LUOYANG HUIGONG BEARING TECHNOLOGY,False
LUOYANG IN THE HEAVY CASTING AND FORGING,1,2,China,LUOYANG IN THE HEAVY CASTING AND FORGING,False
LUOYANG LONGKUN MACHINERY EQUIPMENT,1,2,China,LUOYANG LONGKUN MACHINERY EQUIPMENT,False
LUOYANG TIANHAO TAI RAIL EQUIPMENT MANUFACTURING,1,1,China,LUOYANG TIANHAO TAI RAIL EQUIPMENT MANUFACTURING,False
LUOYANG TIANHAOTAI,1,4,China,LUOYANG TIANHAOTAI,False
LUOYANG XINQIANGLIAN,1,4,China,LUOYANG XINQIANGLIAN,False
LUOYANG ZHONGZHONG,1,2,China,LUOYANG ZHONGZHONG,False
LUPTON,1,1,England,LUPTON,False
LURPELAN,1,1,Spain,LURPELAN,False
LUSH,1,1,United Kingdom,LUSH,False
LUSS ENGINEERING WILLIAMSTOWN,1,1,,LUSS ENGINEERING WILLIAMSTOWN,False
LUSS PRECISION AND GENERAL,1,1,Australia,LUSS PRECISION AND GENERAL,False
LUUS INDUSTRIES,1,1,Australia,LUUS INDUSTRIES,False
LUVE SWEDEN,1,1,Sweden,LUVE SWEDEN,False
LUXFER GROUP,1,1,United States Of America,LUXFER GROUP,False
LUXFER SUPER FORM,1,1,,LUXFER SUPER FORM,False
LV LOMAS,1,1,Canada,LV LOMAS,False
LW SCHNEIDER,1,2,United States Of America,LW SCHNEIDER,False
LWM PRECISION MACHINING,1,2,United States Of America,LWM PRECISION MACHINING,False
LWM PRECISION MACHINING AND MFG,1,1,United States Of America,LWM PRECISION MACHINING AND MFG,False
LYCEE TECHNIQUE MARIE CURIE,1,2,France,LYCEE TECHNIQUE MARIE CURIE,False
LYCOMING ENGINES,1,2,United States Of America,LYCOMING ENGINES,False
LYNAM INDUSTRIES,1,2,United States Of America,LYNAM INDUSTRIES,False
LYNCO GRINDING,1,1,United States Of America,LYNCO GRINDING,False
LYNDEV AIRSHAFTS,1,2,United States Of America,LYNDEV AIRSHAFTS,False
LYNX ENTERPRISE,1,2,United States Of America,LYNX ENTERPRISE,False
LYON MANUFACTURING,1,2,United States Of America,LYON MANUFACTURING,False
LYONS MACHINE TOOL,1,2,United States Of America,LYONS MACHINE TOOL,False
LYONS TOOL AND DIE,1,7,United States Of America,LYONS TOOL AND DIE,False
LYTLE DAVID,1,2,United States Of America,LYTLE DAVID,False
Lafayette Tool and Die Inc,1,1,United States Of America,LAFAYETTE TOOL AND DIE,True
Landtran Logistics,1,2,,LANDTRAN LOGISTICS,False
Lanex Mfg,1,2,Canada,LANEX MFG,False
Lap Tech Industries Inc,1,1,United States Of America,LAP TECH INDUSTRIES,True
Lasercraft Mergence (Pty) Ltd,1,1,,LASERCRAFT MERGENCE,True
Latorre Concrete Construction,1,2,United States Of America,LATORRE CONCRETE CONSTRUCTION,False
Latrobe Operations,1,1,United States Of America,LATROBE OPERATIONS,False
Lauer Machine and Mfg LTD,1,2,Canada,LAUER MACHINE AND MFG,True
Leetonia Tools,1,2,United States Of America,LEETONIA TOOLS,False
Lenco Industries,1,1,United States Of America,LENCO INDUSTRIES,False
Lenkbar LLC,1,1,United States Of America,LENKBAR,True
Lenyora Engineering CC (COD),1,1,,LENYORA ENGINEERING CC COD,True
Lenz,1,1,United States Of America,LENZ,False
Leonard Machine,1,1,United States Of America,LEONARD MACHINE,False
Les Outils Baron Montreal,1,2,Canada,LES OUTILS BARON MONTREAL,False
Liberty Machine Co,1,2,United States Of America,LIBERTY MACHINE,True
Liburdi Engineering,1,2,Canada,LIBURDI ENGINEERING,False
Lift Systems Inc,1,2,United States Of America,LIFT SYSTEMS,True
Lightolier,1,2,United States Of America,LIGHTOLIER,False
Lincoln Manufacturing Inc,1,2,United States Of America,LINCOLN MANUFACTURING,True
Lincoln Manufacturing of Ohio,1,1,United States Of America,LINCOLN MANUFACTURING OF OHIO,False
Linde and Wiemann RSA (Pty) Ltd,1,1,,LINDE AND WIEMANN RSA,True
Lindumn (Pty) Ltd,1,1,,LINDUMN,True
Lionshead Precision Metals Inc,1,1,United States Of America,LIONSHEAD PRECISION METALS,True
Liss,1,2,Hungary,LISS,False
Little Lake Machine AND Tool Co,1,2,Canada,LITTLE LAKE MACHINE AND TOOL,True
Littlestown Foundry Inc,1,1,United States Of America,LITTLESTOWN FOUNDRY,True
Lively Machine Company Inc,1,1,United States Of America,LIVELY MACHINE,True
Locust Grove,1,1,United States Of America,LOCUST GROVE,False
Loflin Fabrication,1,1,United States Of America,LOFLIN FABRICATION,False
Logue Industries Inc,1,1,United States Of America,LOGUE INDUSTRIES,True
Lone Star,1,1,United States Of America,LONE STAR,False
Lothar Walther Precision Tools,1,1,Germany,LOTHAR WALTHER PRECISION TOOLS,False
Lubricantes de AmErica SA de CV,1,1,Mexico,LUBRICANTES DE AMERICA DE CV,True
Luozhui,1,1,,LUOZHUI,False
Lyden Oil Company,1,1,United States Of America,LYDEN OIL,True
M & C Engineering (COD),1,1,,M C ENGINEERING COD,True
M & S CNC MACHINING LEONGATHA,1,2,,M S CNC MACHINING LEONGATHA,True
M A INDUSTRIES,1,4,United States Of America,M A INDUSTRIES,False
M A V I,1,1,Italy,M A V I,False
M AND B PRECISION ENG,1,2,United Kingdom,M AND B PRECISION ENG,False
M AND F Technology,1,2,United States Of America,M AND F TECHNOLOGY,False
M AND G INDUSTRIAL PRODUCTS LLC,1,2,United States Of America,M AND G INDUSTRIAL PRODUCTS,True
M AND S CONVERSION,1,2,United States Of America,M AND S CONVERSION,False
M AND S CONVERSION CO INC,1,1,United States Of America,M AND S CONVERSION,True
M DOLORS PLANISOLES JORDANA FERRETERI,1,2,Spain,M DOLORS PLANISOLES JORDANA FERRETERI,False
M K MORSE CO,1,2,United States Of America,M K MORSE,True
M K MORSE COMPANY,1,7,United States Of America,M K MORSE,True
M LEGO,1,1,France,M LEGO,False
M R AUTOMOTION,1,2,United Kingdom,M R AUTOMOTION,False
M S SERVICE,1,2,Italy,M S SERVICE,False
M T D,1,1,United States Of America,M T D,False
M T JÆGER,1,2,Denmark,M T JÆGER,False
M TAKEDA TOOLS,1,1,Canada,M TAKEDA TOOLS,False
M TECH,1,1,United States Of America,M TECH,False
M W MURPHY AND SONS,1,2,Ireland,M W MURPHY AND SONS,False
M and P TOOL PRODUCTS INC,1,2,Canada,M AND P TOOL PRODUCTS,True
M and T Brothers Corp,1,1,United States Of America,M AND T BROTHERS,True
M.L. WATKINS ENTERPRISES,1,3,,M L WATKINS ENTERPRISES,True
MAAS LTD,1,2,United Kingdom,MAAS,True
MAASS GLOBAL,1,2,Canada,MAASS GLOBAL,False
MAB USINAGEM,1,2,Brazil,MAB USINAGEM,False
MABEY HIRE,1,1,Australia,MABEY HIRE,False
MABEY HIRE PENRITH,1,1,,MABEY HIRE PENRITH,False
MABOTEC BV,1,2,Netherlands,MABOTEC,True
MABS DISTRIBUTION CENTER,1,2,United States Of America,MABS DISTRIBUTION CENTER,False
MABUCHI OIL SHOP,1,2,Japan,MABUCHI OIL SHOP,False
MAC B MANUFACTURING,1,2,United Kingdom,MAC B MANUFACTURING,False
MAC RK PRECISION,1,1,United Kingdom,MAC RK PRECISION,False
MACA ENGINEERING,1,1,Italy,MACA ENGINEERING,False
MACAMEX,1,2,Mexico,MACAMEX,False
MACCAFERRI,1,2,Brazil,MACCAFERRI,False
MACDERMID,1,2,United States Of America,MACDERMID,False
MACFAB,1,3,Ireland,MACFAB,False
MACFARLANE NAMEPLATE and ANODIZING,1,2,Canada,MACFARLANE NAMEPLATE AND ANODIZING,False
MACHINE KNIVES,1,1,Australia,MACHINE KNIVES,False
MACHINE KNIVES (AUST) MULGRAVE,1,2,,MACHINE KNIVES AUST MULGRAVE,True
MACHINE PRODUCTS,1,2,United States Of America,MACHINE PRODUCTS,False
MACHINE SPECIALTY AND MANUFACTURE,1,1,United States Of America,MACHINE SPECIALTY AND MANUFACTURE,False
MACHINE TEK SYSTEMS,1,2,United States Of America,MACHINE TEK SYSTEMS,False
MACHINED PRODUCTS GROUP,1,2,United States Of America,MACHINED PRODUCTS GROUP,False
MACHINEFABRIEK ADRICHEM BV,1,2,Netherlands,MACHINEFABRIEK ADRICHEM,True
MACHINEFABRIEK DE VALK BV,1,2,Netherlands,MACHINEFABRIEK DE VALK,True
MACHINEFABRIEK OTTEN BV,1,2,Netherlands,MACHINEFABRIEK OTTEN,True
MACHINEFABRIEK TUIN,1,2,Netherlands,MACHINEFABRIEK TUIN,False
MACHINERY & GENERAL FYSHWICK,1,2,,MACHINERY GENERAL FYSHWICK,True
MACHINERY AND GENERAL INDUSTRIAL,1,1,Australia,MACHINERY AND GENERAL INDUSTRIAL,False
MACHINING TECHNOLOGIES,1,7,United States Of America,MACHINING TECHNOLOGIES,False
MACHINING TECHNOLOGY,1,3,United States Of America,MACHINING TECHNOLOGY,False
MACHMOTION,1,3,,MACHMOTION,False
MACK HILS,1,2,United States Of America,MACK HILS,False
MACK MANUFACTURING,1,2,United States Of America,MACK MANUFACTURING,False
MACK MANUFACTURING INC,1,3,United States Of America,MACK MANUFACTURING,True
MACK STUDIOS INC,1,1,United States Of America,MACK STUDIOS,True
MACK VALVES,1,2,Australia,MACK VALVES,False
MACKAY CONSOLIDATED,1,2,Australia,MACKAY CONSOLIDATED,False
MACKIES ASIA PACIFIC,1,2,Australia,MACKIES ASIA PACIFIC,False
MACLEAN POWER SYSTEMS ALBSTR DIV,1,7,United States Of America,MACLEAN POWER SYSTEMS ALBSTR DIV,False
MACLEANFOGG,1,2,United States Of America,MACLEANFOGG,False
MACOIL NV,1,2,Belgium,MACOIL,True
MACPHERSON WESTERN TOOL & SUPPLY,1,3,,MACPHERSON WESTERN TOOL SUPPLY,True
MACPOWER,1,2,India,MACPOWER,False
MACRO MOLDS POLSKA,1,2,Poland,MACRO MOLDS POLSKA,False
MACRODYNE,1,1,Canada,MACRODYNE,False
MACZEK,1,2,Poland,MACZEK,False
MADA MEDICAL PRODUCTS,1,2,United States Of America,MADA MEDICAL PRODUCTS,False
MADERAS DE LLODIOSA,1,1,Spain,MADERAS DE LLODIOSA,False
MADERAS EIGOR,1,1,Spain,MADERAS EIGOR,False
MADERAS GARMENDIA,1,2,Spain,MADERAS GARMENDIA,False
MADERN USA,1,2,United States Of America,MADERN USA,False
MADISON CORTLAND CHAPTER NYSARC INC,1,1,,MADISON CORTLAND CHAPTER NYSARC,True
MADORE HYDRAULIQUE,1,1,Canada,MADORE HYDRAULIQUE,False
MADRIFERR,1,1,Spain,MADRIFERR,False
MADSON,1,2,Brazil,MADSON,False
MADU,1,2,Brazil,MADU,False
MAERSK,1,4,Denmark,MAERSK,False
MAFOS,1,2,Sweden,MAFOS,False
MAG AUTOMOTIVE,1,2,United States Of America,MAG AUTOMOTIVE,False
MAG INDUSTRIAL,1,1,,MAG INDUSTRIAL,False
MAGBAY YACHTS,1,2,United States Of America,MAGBAY YACHTS,False
MAGHREB STEEL,1,2,Morocco,MAGHREB STEEL,False
MAGI,1,4,Poland,MAGI,False
MAGMA PRODUCTS,1,2,United States Of America,MAGMA PRODUCTS,False
MAGNA STRUCTURES MEADOWVALE,1,2,,MAGNA STRUCTURES MEADOWVALE,False
MAGNETEK,1,2,United States Of America,MAGNETEK,False
MAGNETI MARELLI,1,1,United States Of America,MAGNETI MARELLI,False
MAGNETIC INSPECTION LABRORATORY INC,1,1,United States Of America,MAGNETIC INSPECTION LABRORATORY,True
MAGNETIC SYSTEMS TECHNOLOGY,1,2,England,MAGNETIC SYSTEMS TECHNOLOGY,False
MAGNETO LUBRIFICATION,1,2,Canada,MAGNETO LUBRIFICATION,False
MAGNUM 2000,1,3,Canada,MAGNUM 2000,False
MAGNUM INDUCTION ENGINEERING,1,2,United States Of America,MAGNUM INDUCTION ENGINEERING,False
MAGNUM INDUSTRIAL DISTRIBUTORS,1,2,United States Of America,MAGNUM INDUSTRIAL DISTRIBUTORS,False
MAGNUM MACHINING,1,4,Mexico,MAGNUM MACHINING,False
MAGNUM METALLURGICAL,1,2,Brazil,MAGNUM METALLURGICAL,False
MAGNUSSONS TRANSPORT I RAMSELE AB,1,1,Sweden,MAGNUSSONS TRANSPORT I RAMSELE AB,False
MAGO,1,2,Poland,MAGO,False
MAGOR,1,1,Poland,MAGOR,False
MAGTEC CASTING,1,2,United States Of America,MAGTEC CASTING,False
MAGTECH,1,2,United States Of America,MAGTECH,False
MAGUIRE BEARING CO HONOLULU,1,2,United States Of America,MAGUIRE BEARING HONOLULU,True
MAHABAL GROUP,1,2,India,MAHABAL GROUP,False
MAHAJAK,1,2,Thailand,MAHAJAK,False
MAHAR TOOL,1,2,United States Of America,MAHAR TOOL,False
MAHR FEDERAL,1,3,United States Of America,MAHR FEDERAL,False
MAIDSTONE COFFEE CANADA,1,2,Canada,MAIDSTONE COFFEE CANADA,False
MAINFER MAYORISTA PARA LA INDY FERSA,1,2,Spain,MAINFER MAYORISTA PARA LA INDY FERSA,False
MAINSA,1,1,Spain,MAINSA,False
MAINTENANCE PARTNERS,1,2,Netherlands,MAINTENANCE PARTNERS,False
MAJAC TOOLING SUPPLY LTD,1,2,Canada,MAJAC TOOLING SUPPLY,True
