Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP,Normalization_Changed
COGNE,2,4,Italy,COGNE,False
COLFAX,2,3,United States Of America,COLFAX,False
COLFIN SPECIALTY STEEL,2,3,United States Of America,COLFIN SPECIALTY STEEL,False
COLOMBI MOLLIFICIO,2,7,Italy,COLOMBI MOLLIFICIO,False
COLOMBO GIUSEPPE DI CARLO & FIGLI,2,4,,COLOMBO GIUSEPPE DI CARLO FIGLI,True
COLOMBO GIUSEPPE DI CARLO AND FIGLI,2,4,Italy,COLOMBO GIUSEPPE DI CARLO AND FIGLI,False
COLOSIO,2,4,Italy,COLOSIO,False
COLUMBUS MCKINNON,2,3,United States Of America,COLUMBUS MCKINNON,False
COMALL PESAVENTO,2,8,Italy,COMALL PESAVENTO,False
COMBUSTOL,2,4,Brazil,COMBUSTOL,False
COMENA,2,8,France,COMENA,False
COMERCIAL DURAN,2,2,Spain,COMERCIAL DURAN,False
COMET SCHLEIFSCHEIBEN,2,4,Germany,COMET SCHLEIFSCHEIBEN,False
COMINTER TISU,2,3,Spain,COMINTER TISU,False
COMMERCIAL FLUID POWER,2,3,United States Of America,COMMERCIAL FLUID POWER,False
COMMETAL,2,4,Italy,COMMETAL,False
COMPANY TRAFIL PRODUCTION C.T.P. SRL,2,4,,TRAFIL PRODUCTION C T P,True
COMPANY TRAFIL PRODUCTION CTP SRL,2,3,Italy,TRAFIL PRODUCTION CTP,True
COMPCO,2,4,United States Of America,COMPCO,False
COMPTECH,2,3,United States Of America,COMPTECH,False
COMPUTOOL GAUGE AND FIXTURE,2,4,Canada,COMPUTOOL GAUGE AND FIXTURE,False
COMUTENSILI SPA,2,4,Italy,COMUTENSILI,True
CONAGRA FOODS,2,4,United States Of America,CONAGRA FOODS,False
CONCRETE ACCESSORIES,2,4,United States Of America,CONCRETE ACCESSORIES,False
CONCRETE BATCHING SYSTEMS,2,4,Northern Ireland,CONCRETE BATCHING SYSTEMS,False
CONDO INC,2,4,United States Of America,CONDO,True
CONEX,2,2,Brazil,CONEX,False
CONEXO,2,5,United States Of America,CONEXO,False
CONSIGNACIONES TORO Y BETOLAZA,2,2,Spain,CONSIGNACIONES TORO Y BETOLAZA,False
CONSTELLATION,2,6,United States Of America,CONSTELLATION,False
CONTAINMENT SOLUTIONS,2,4,United States Of America,CONTAINMENT SOLUTIONS,False
CONTI,2,5,Italy,CONTI,False
CONTINENTAL ALLOYS AND SERVICE,2,4,United States Of America,CONTINENTAL ALLOYS AND SERVICE,False
COPAS TECHNOLOGIES,2,5,Northern Ireland,COPAS TECHNOLOGIES,False
CORACORTHE,2,3,Brazil,CORACORTHE,False
CORDM,2,2,France,CORDM,False
CORE PIPE,2,4,United States Of America,CORE PIPE,False
CORIN GROUP,2,2,England,CORIN GROUP,False
CORREIAS MERCURIO,2,4,Brazil,CORREIAS MERCURIO,False
CORRELL,2,5,United States Of America,CORRELL,False
CORRIB OIL,2,2,Ireland,CORRIB OIL,False
CORRY MICRONICS INC OC,2,3,United States Of America,CORRY MICRONICS OC,True
CORTEC,2,4,United States Of America,CORTEC,False
COSTRUZIONE ACCESSORI ROVOLETTO,2,8,Italy,COSTRUZIONE ACCESSORI ROVOLETTO,False
COSVECO,2,4,Italy,COSVECO,False
COUNTY MATERIALS CORP,2,3,United States Of America,COUNTY MATERIALS,True
COUNTY SERVICES CO,2,4,Canada,COUNTY SERVICES,True
COVANTA,2,6,United States Of America,COVANTA,False
COVERIS,2,5,United States Of America,COVERIS,False
CPF THAILAND PCL,2,2,Thailand,CPF THAILAND PCL,False
CRAN,2,2,Sweden,CRAN,False
CREATIVE METALCRAFT,2,3,United States Of America,CREATIVE METALCRAFT,False
CRI,2,4,India,CRI,False
CRI MACHINING,2,2,United States Of America,CRI MACHINING,False
CRISTAL ARAMADOS,2,4,Brazil,CRISTAL ARAMADOS,False
CROSBY COMPANY,2,4,United States Of America,CROSBY,True
CROWN FOOD SERVICE EQUIPMENT,2,4,Canada,CROWN FOOD SERVICE EQUIPMENT,False
CSEPELI SZERSZAMEDZO KFT,2,3,Hungary,CSEPELI SZERSZAMEDZO KFT,False
CSR,2,3,Australia,CSR,False
CUP PRINT,2,4,Ireland,CUP PRINT,False
CUPPLES J and J CO INC,2,2,United States Of America,CUPPLES J AND J,True
CURTISSWRIGHT,2,3,United States Of America,CURTISSWRIGHT,False
CUSTOM MACHINE WORKS,2,3,United States Of America,CUSTOM MACHINE WORKS,False
CUSTOM POOL SYSTEMS,2,5,United States Of America,CUSTOM POOL SYSTEMS,False
CUTTING EDGE ENTERPRISE,2,4,Canada,CUTTING EDGE ENTERPRISE,False
CUTTING EDGE TOOLS,2,4,Canada,CUTTING EDGE TOOLS,False
CVB,2,5,Italy,CVB,False
CYGNUS INC,2,3,United States Of America,CYGNUS,True
Canadian Automation AND Tool,2,4,Canada,CANADIAN AUTOMATION AND TOOL,False
Carolina Precision Mfg,2,4,United States Of America,CAROLINA PRECISION MFG,False
Cedarville University,2,2,United States Of America,CEDARVILLE UNIVERSITY,False
Chiro Pressofusione,2,5,Italy,CHIRO PRESSOFUSIONE,False
ClarkDietrich Building Sys OH,2,4,United States Of America,CLARKDIETRICH BUILDING SYS OH,False
Commercial Fluid Power,2,2,United States Of America,COMMERCIAL FLUID POWER,False
Creative Blow Mold Tooling,2,4,United States Of America,CREATIVE BLOW MOLD TOOLING,False
Creative Machine Company,2,4,United States Of America,CREATIVE MACHINE,True
D AND E MACHINING,2,3,United States Of America,D AND E MACHINING,False
D&H INDUSTRIES,2,4,,D H INDUSTRIES,True
DADCO,2,4,United States Of America,DADCO,False
DAIRYMASTER,2,5,Ireland,DAIRYMASTER,False
DAIWA,2,5,Japan,DAIWA,False
DALIAN HUARUI,2,4,China,DALIAN HUARUI,False
DALKIA,2,3,France,DALKIA,False
DALSIN INDUSTRIES,2,6,United States Of America,DALSIN INDUSTRIES,False
DANDH INDUSTRIES,2,3,United States Of America,DANDH INDUSTRIES,False
DANMATIC,2,5,Denmark,DANMATIC,False
DANTOY,2,4,Denmark,DANTOY,False
DAPOLITO GIAMPIERO,2,3,Italy,DAPOLITO GIAMPIERO,False
DATA F,2,8,Italy,DATA F,False
DATONG COAL MINE GROUP,2,6,China,DATONG COAL MINE GROUP,False
DAVIDSON PRECISION MFG,2,3,United States Of America,DAVIDSON PRECISION MFG,False
DAWEDEIT,2,3,Germany,DAWEDEIT,False
DAWN INDUSTRIES,2,3,United States Of America,DAWN INDUSTRIES,False
DC CHROME,2,3,Canada,DC CHROME,False
DE PUR O L L DI ZAMARA I,2,8,Italy,DE PUR O L L DI ZAMARA I,False
DEBOER MACHINING,2,4,United States Of America,DEBOER MACHINING,False
DECOLLETAGE MOTTIER,2,2,France,DECOLLETAGE MOTTIER,False
DECOMATIC,2,2,France,DECOMATIC,False
DECOVEX,2,6,France,DECOVEX,False
DEEP SOUTH FIRE TRUCKS,2,3,United States Of America,DEEP SOUTH FIRE TRUCKS,False
DEEPAK FASTENERS,2,5,England,DEEPAK FASTENERS,False
DEFLECTO,2,4,United States Of America,DEFLECTO,False
DEFONTAINE,2,2,France,DEFONTAINE,False
DELBO,2,3,Brazil,DELBO,False
DELCO CORPORATION,2,3,United States Of America,DELCO,True
DELCORTE,2,2,France,DELCORTE,False
DELIGANS VALVES,2,9,United States Of America,DELIGANS VALVES,False
DELONGS GIZZARD EQUIPMENT,2,3,United States Of America,DELONGS GIZZARD EQUIPMENT,False
DELPHI BODY WORKS INC,2,3,United States Of America,DELPHI BODY WORKS,True
DELTA 2,2,4,Italy,DELTA 2,False
DELTA INDUSTRIE,2,6,Italy,DELTA INDUSTRIE,False
DELTA JAPAN OIL PRODUCTS,2,3,Japan,DELTA JAPAN OIL PRODUCTS,False
DELTA RESEARCH,2,4,United States Of America,DELTA RESEARCH,False
DELTA TECHNICAL CENTER,2,4,United States Of America,DELTA TECHNICAL CENTER,False
DELUQ NUMERICS,2,2,Spain,DELUQ NUMERICS,False
DEMIDEC DECOLLETAGE,2,2,Switzerland,DEMIDEC DECOLLETAGE,False
DENMAC INDUSTRIES,2,4,Australia,DENMAC INDUSTRIES,False
DEPERI,2,7,Italy,DEPERI,False
DEPT OF WATER RESOURCES,2,4,United States Of America,DEPT OF WATER RESOURCES,False
DERRY PRECISION TOOLS,2,4,United States Of America,DERRY PRECISION TOOLS,False
DEXTER AXLE,2,2,United States Of America,DEXTER AXLE,False
DEZURIK,2,3,United States Of America,DEZURIK,False
DFM,2,4,Brazil,DFM,False
DFT PRESSWORK,2,5,Denmark,DFT PRESSWORK,False
DHA SIAMWALA,2,2,Thailand,DHA SIAMWALA,False
DIAF PILVAD APS,2,2,Denmark,DIAF PILVAD APS,False
DIAMOND INNOVATIONS,2,3,United States Of America,DIAMOND INNOVATIONS,False
DIECRAFT AUSTRALIA,2,2,Australia,DIECRAFT AUSTRALIA,False
DIMECA PRECISION,2,2,France,DIMECA PRECISION,False
DINAMIC OIL,2,3,Italy,DINAMIC OIL,False
DING KEN JAPAN,2,3,Japan,DING KEN JAPAN,False
DISA HOLDING,2,4,Denmark,DISA HOLDING,False
DITRAT,2,3,Brazil,DITRAT,False
DIVERSIFIED HONING,2,3,United States Of America,DIVERSIFIED HONING,False
DIVISION MACHINE,2,4,Canada,DIVISION MACHINE,False
DIXON,2,2,United States Of America,DIXON,False
DJ CROWELL,2,4,United States Of America,DJ CROWELL,False
DJ MECA,2,3,France,DJ MECA,False
DMG MORI,2,2,Germany,DMG MORI,False
DMP,2,2,Italy,DMP,False
DN METALURGICA,2,4,Brazil,DN METALURGICA,False
DOBY VERROLEC,2,4,United Kingdom,DOBY VERROLEC,False
DOCK IN A BOX,2,4,United States Of America,DOCK IN A BOX,False
DOCOL,2,6,Brazil,DOCOL,False
DODGE INDUSTRIAL,2,3,United States Of America,DODGE INDUSTRIAL,False
DOEDIJNS GROUP,2,3,Netherlands,DOEDIJNS GROUP,False
DOLEN TOOLLES,2,3,United States Of America,DOLEN TOOLLES,False
DONAKO,2,3,Poland,DONAKO,False
DONATI,2,8,Italy,DONATI,False
DONGGUAN JIELIN,2,4,China,DONGGUAN JIELIN,False
DORMER,2,4,United Kingdom,DORMER,False
DOTT ING MARIO COZZANI,2,8,Italy,DOTT ING MARIO COZZANI,False
DOUCE HYDRO,2,6,France,DOUCE HYDRO,False
DPR,2,4,Brazil,DPR,False
DR HYDRAULICS AND ENGINEERING,2,4,England,DR HYDRAULICS AND ENGINEERING,False
DRAKE ENTERPRISES,2,3,United States Of America,DRAKE ENTERPRISES,False
DRILLING DYNAMICS,2,3,United States Of America,DRILLING DYNAMICS,False
DRILMACO,2,3,Singapore,DRILMACO,False
DRIVESERVICE,2,8,Germany,DRIVESERVICE,False
DRT HOLDINGS,2,3,United States Of America,DRT HOLDINGS,False
DSI UNDERGROUND,2,7,Germany,DSI UNDERGROUND,False
DT ECOTEC,2,2,Czech Republic,DT ECOTEC,False
DUBOIS CHEMICAL,2,4,United States Of America,DUBOIS CHEMICAL,False
DUILIO GESSI,2,8,Italy,DUILIO GESSI,False
DUKE ENERGY,2,3,United States Of America,DUKE ENERGY,False
DURATEX,2,2,Brazil,DURATEX,False
DUROBOR GROUP,2,4,Belgium,DUROBOR GROUP,False
DVR,2,2,Brazil,DVR,False
DVS TECHNOLOGY,2,5,Germany,DVS TECHNOLOGY,False
DWYER INSTRUMENTS,2,4,United States Of America,DWYER INSTRUMENTS,False
DYNAMIC ENGINEERING,2,5,United States Of America,DYNAMIC ENGINEERING,False
DYNAMIC FITNESS AND STRENGTH,2,3,United States Of America,DYNAMIC FITNESS AND STRENGTH,False
Dupont Specialty Products,2,2,United States Of America,DUPONT SPECIALTY PRODUCTS,False
Dylisivar Machining Tech,2,4,United States Of America,DYLISIVAR MACHINING TECH,False
E A BROEKEMA,2,2,Netherlands,E A BROEKEMA,False
EAGLE CRUSHER,2,5,United States Of America,EAGLE CRUSHER,False
EAGLE INDUSTRIAL CONTRACTING,2,4,United States Of America,EAGLE INDUSTRIAL CONTRACTING,False
EAGLEBURGMANN,2,3,Germany,EAGLEBURGMANN,False
EBARA,2,3,Japan,EBARA,False
EBP,2,5,Sweden,EBP,False
ECHEVERRIA CONSTRUCCIONES MEC,2,2,Spain,ECHEVERRIA CONSTRUCCIONES MEC,False
ECM INDUSTRIES,2,6,United States Of America,ECM INDUSTRIES,False
ECM TECHNOLOGIES,2,2,France,ECM TECHNOLOGIES,False
ECM USINAGEM,2,2,Brazil,ECM USINAGEM,False
ECO FLO PRODUCTS INC,2,3,United States Of America,ECO FLO PRODUCTS,True
EDEN,2,5,Brazil,EDEN,False
EDIM,2,2,Italy,EDIM,False
EDISON,2,4,Italy,EDISON,False
EDMUND BECKER,2,3,Germany,EDMUND BECKER,False
EDRO,2,4,United States Of America,EDRO,False
EDWARDS LIFE SCIENCES,2,4,United States Of America,EDWARDS LIFE SCIENCES,False
EIP MANUFACTURING,2,4,United States Of America,EIP MANUFACTURING,False
EITAR,2,4,Argentina,EITAR,False
EK MACHINE,2,4,United States Of America,EK MACHINE,False
EKIN,2,3,Mexico,EKIN,False
ELCA CN SASU,2,3,France,ELCA CN SASU,False
ELE TRAVARU,2,3,Sweden,ELE TRAVARU,False
ELECNOR,2,3,Spain,ELECNOR,False
ELECTRO CHEM METAL FINISHING INC,2,4,United States Of America,ELECTRO CHEM METAL FINISHING,True
ELECTROCRAFT,2,4,United States Of America,ELECTROCRAFT,False
ELEMENT,2,4,Germany,ELEMENT,False
ELETROFRIO,2,4,Brazil,ELETROFRIO,False
ELETROPOLL,2,2,Brazil,ELETROPOLL,False
ELINC,2,3,Spain,ELINC,False
ELITE OIL,2,6,Sweden,ELITE OIL,False
ELITE POWDER COATING AND SANDBLA,2,3,United States Of America,ELITE POWDER COATING AND SANDBLA,False
ELLEPI RETTIFICHE,2,2,Italy,ELLEPI RETTIFICHE,False
ELMIRA MACHINE INDUSTRIES,2,3,United States Of America,ELMIRA MACHINE INDUSTRIES,False
ELOS MEDTECH,2,4,Sweden,ELOS MEDTECH,False
ELYRIA SPRING AND SPECIALTY,2,3,United States Of America,ELYRIA SPRING AND SPECIALTY,False
EMAMI,2,5,India,EMAMI,False
EMBOUTIMETAL,2,2,France,EMBOUTIMETAL,False
EMBRATERM,2,2,Brazil,EMBRATERM,False
EMC,2,3,United States Of America,EMC,False
EMC PRECISION,2,3,United States Of America,EMC PRECISION,False
EMHART TEKNOLOGIES,2,4,United States Of America,EMHART TEKNOLOGIES,False
EMINENCE SPEAKER,2,3,United States Of America,EMINENCE SPEAKER,False
EMPRA METAIS,2,2,Brazil,EMPRA METAIS,False
EMUGEFRANKEN,2,4,Germany,EMUGEFRANKEN,False
ENDEAVOR AIR,2,2,United States Of America,ENDEAVOR AIR,False
ENERGY RECOVERY,2,6,United States Of America,ENERGY RECOVERY,False
ENGEFUSE,2,3,Brazil,ENGEFUSE,False
ENGELVIN,2,3,France,ENGELVIN,False
ENGINEERED MATERIALS SOLUTIONS,2,3,United States Of America,ENGINEERED MATERIALS SOLUTIONS,False
ENGINEERING TECHNOLOGY GROUP,2,4,England,ENGINEERING TECHNOLOGY GROUP,False
ENTEGRIS,2,2,United States Of America,ENTEGRIS,False
ENTERGY,2,4,United States Of America,ENTERGY,False
ENVASES METALURGICOS DE ALAVA,2,2,Spain,ENVASES METALURGICOS DE ALAVA,False
EONE,2,4,United States Of America,EONE,False
EOP,2,2,France,EOP,False
EPIC PIPING,2,4,United States Of America,EPIC PIPING,False
EPZ,2,3,United States Of America,EPZ,False
ERBART,2,3,Brazil,ERBART,False
ERCO,2,8,Germany,ERCO,False
ERDLE PERFORATING,2,4,United States Of America,ERDLE PERFORATING,False
ERDRICH UMFORMTECHNIK,2,4,Germany,ERDRICH UMFORMTECHNIK,False
ERGOMAT,2,3,Brazil,ERGOMAT,False
ERICO,2,2,United States Of America,ERICO,False
ERIKS,2,4,Netherlands,ERIKS,False
ERVIN GERMANY GMBH,2,2,Germany,ERVIN GERMANY,True
ESAB,2,4,Sweden,ESAB,False
ESAB GROUP,2,6,Sweden,ESAB GROUP,False
ESCH AG SUPPLY,2,4,United States Of America,ESCH SUPPLY,True
ESD CNC,2,3,Germany,ESD CNC,False
ESJOT ANTRIEBSTECHNIK,2,6,Germany,ESJOT ANTRIEBSTECHNIK,False
ESPA,2,3,Spain,ESPA,False
ESVE,2,3,France,ESVE,False
ETIFIX,2,4,Germany,ETIFIX,False
ETS GOMEZ,2,3,France,ETS GOMEZ,False
ETS PICHON,2,2,France,ETS PICHON,False
EUGEN RODER SPEDITION,2,3,Germany,EUGEN RODER SPEDITION,False
EUGENIO MARTINS,2,3,Brazil,EUGENIO MARTINS,False
EUGENIONTOS Y SERVICIOS,2,2,Spain,EUGENIONTOS Y SERVICIOS,False
EUNIKE,2,2,Italy,EUNIKE,False
EURO CASH ACCOUNT,2,3,Ireland,EURO CASH ACCOUNT,False
EURO-METAL SRL,2,3,,EURO METAL,True
EUROAZNAR,2,2,Spain,EUROAZNAR,False
EUROCON,2,4,Italy,EUROCON,False
EUROMAG,2,2,France,EUROMAG,False
EUSKOTREN,2,2,Spain,EUSKOTREN,False
EV METALVÆRK,2,6,Denmark,EV METALVÆRK,False
EWIE,2,3,United States Of America,EWIE,False
EXAMECA SA,2,2,France,EXAMECA,True
EXCO,2,3,United States Of America,EXCO,False
EXOVA,2,4,England,EXOVA,False
EXPECTRA POWDER COATING,2,4,United States Of America,EXPECTRA POWDER COATING,False
EZZE,2,3,Italy,EZZE,False
Engineering and Cycle,2,3,United States Of America,ENGINEERING AND CYCLE,False
Entrust Mfg Technologies Inc,2,2,United States Of America,ENTRUST MFG TECHNOLOGIES,True
Epic Metals Corporation,2,2,United States Of America,EPIC METALS,True
Euclid Universal,2,4,United States Of America,EUCLID UNIVERSAL,False
F &G,2,3,,F G,True
F A C E M,2,8,Italy,F A C E M,False
F ANDG,2,2,Denmark,F ANDG,False
F I M,2,8,Italy,F I M,False
FAB FORM,2,3,United States Of America,FAB FORM,False
FABER CASTELL,2,4,Germany,FABER CASTELL,False
FABER INDUSTRIE,2,8,Italy,FABER INDUSTRIE,False
FABRICATED PRODUCTS,2,6,United States Of America,FABRICATED PRODUCTS,False
FACHHOCHSCHULE DORTMUND,2,2,Germany,FACHHOCHSCHULE DORTMUND,False
FACO,2,5,Italy,FACO,False
FAD FLANGE,2,5,Italy,FAD FLANGE,False
FAER,2,8,Italy,FAER,False
FAIRCHILD INDUSTRIAL PRODUCTS,2,4,United States Of America,FAIRCHILD INDUSTRIAL PRODUCTS,False
FAIVELEY TRANSPORT,2,5,France,FAIVELEY TRANSPORT,False
FAPIM,2,8,Italy,FAPIM,False
FAR,2,7,Italy,FAR,False
FARELLA,2,3,Italy,FARELLA,False
FARMERSTOWN AXLE,2,4,United States Of America,FARMERSTOWN AXLE,False
FATPOL TOOLS,2,3,Poland,FATPOL TOOLS,False
FAURE PERE ET FILS,2,3,France,FAURE PERE ET FILS,False
FCM,2,9,United States Of America,FCM,False
FEDERAL SCREW WORKS,2,6,United States Of America,FEDERAL SCREW WORKS,False
FEDERICI SANDRO,2,10,Italy,FEDERICI SANDRO,False
FELESA,2,2,Spain,FELESA,False
FELLING TRAILERS,2,4,United States Of America,FELLING TRAILERS,False
FEMCO,2,3,United States Of America,FEMCO,False
FENES,2,2,Poland,FENES,False
FENGDONG,2,4,China,FENGDONG,False
FEROTEC FRANCE,2,2,France,FEROTEC FRANCE,False
FERRAM SCHNEIDER,2,4,Brazil,FERRAM SCHNEIDER,False
FERRAMENTARIA TOP,2,3,Brazil,FERRAMENTARIA TOP,False
FERROTHERM COMPANY,2,4,United States Of America,FERROTHERM,True
FETROT INDUSTRY,2,2,France,FETROT INDUSTRY,False
FEZER,2,3,Germany,FEZER,False
FIBAM,2,4,Brazil,FIBAM,False
FIDAT,2,7,Italy,FIDAT,False
FIDELITY,2,3,Brazil,FIDELITY,False
FIGLI DI NAVA LEONARDO,2,8,Italy,FIGLI DI NAVA LEONARDO,False
FIKE CORPORATION,2,3,United States Of America,FIKE,True
FINAZZI OSVALDO,2,9,Italy,FINAZZI OSVALDO,False
FINMECCANICA,2,3,Italy,FINMECCANICA,False
FIRAD,2,8,Italy,FIRAD,False
FIRMA OLA ELOFSSON,2,5,Sweden,FIRMA OLA ELOFSSON,False
FIRST ENERGY,2,4,United States Of America,FIRST ENERGY,False
FISKARS,2,4,Finland,FISKARS,False
FLAMBORO MACHINE SHOP,2,4,Canada,FLAMBORO MACHINE SHOP,False
FLANSCH TECH,2,3,Hungary,FLANSCH TECH,False
FLENDER GRAFFENDSTADEN,2,4,Germany,FLENDER GRAFFENDSTADEN,False
FLEXI METAL,2,4,Denmark,FLEXI METAL,False
FLEXIBLE METAL INC,2,5,United States Of America,FLEXIBLE METAL,True
FLEXMASTER,2,4,Canada,FLEXMASTER,False
FLHBAUGH,2,4,United States Of America,FLHBAUGH,False
FLORIDA PURCHASING AGENCY,2,3,United States Of America,FLORIDA PURCHASING AGENCY,False
FLOW MANAGEMENT INDUSTRIES UK,2,2,United Kingdom,FLOW MANAGEMENT INDUSTRIES UK,False
FLUEHS DREHTECHNIK,2,3,Germany,FLUEHS DREHTECHNIK,False
FM,2,4,Italy,FM,False
FOGLIA,2,9,Italy,FOGLIA,False
FONDERIA BENINI DI BENINI,2,8,Italy,FONDERIA BENINI DI BENINI,False
FONDERMETAL,2,5,Italy,FONDERMETAL,False
FONDIRIGENTI,2,3,Italy,FONDIRIGENTI,False
FONDITAL,2,7,Italy,FONDITAL,False
FONGAL,2,8,Italy,FONGAL,False
FONTAINE TRAILER,2,4,United States Of America,FONTAINE TRAILER,False
FORAGE MECANIQUE DE PRECISION,2,3,France,FORAGE MECANIQUE DE PRECISION,False
FORATURA PROFONDA BALDINI DI ESPOSITO MARCELLO,2,3,Italy,FORATURA PROFONDA BALDINI DI ESPOSITO MARCELLO,False
FORDIA,2,4,Canada,FORDIA,False
FORGE MONCHIERI,2,7,Italy,FORGE MONCHIERI,False
FORGES DE LEMINEE,2,2,Canada,FORGES DE LEMINEE,False
FORGES DE MONTPLAISIR,2,3,France,FORGES DE MONTPLAISIR,False
FORGES GORCE,2,2,France,FORGES GORCE,False
FORGIA DI BOLLATE SPA,2,8,Italy,FORGIA DI BOLLATE,True
FORGITAL GROUP,2,4,Italy,FORGITAL GROUP,False
FORJA SA,2,5,Argentina,FORJA,True
FORJAS DE BERRIZ,2,2,Spain,FORJAS DE BERRIZ,False
FORSELLS MEKANISKA,2,4,Sweden,FORSELLS MEKANISKA,False
FORST,2,3,Germany,FORST,False
FORTY PECAS,2,2,Brazil,FORTY PECAS,False
FOSHAN HUAXIN,2,4,China,FOSHAN HUAXIN,False
FOSHAN SHENGCHANG,2,4,China,FOSHAN SHENGCHANG,False
FOUR O,2,4,United States Of America,FOUR O,False
FOUR STATE INDUSTRIAL SUPPLY,2,2,United States Of America,FOUR STATE INDUSTRIAL SUPPLY,False
FPK,2,3,Spain,FPK,False
FPM,2,8,United States Of America,FPM,False
FRAMATOME ATELIER INOX,2,2,,FRAMATOME ATELIER INOX,False
FRANCHINI ACCIAI,2,6,Italy,FRANCHINI ACCIAI,False
FRANCOVIGH,2,3,Argentina,FRANCOVIGH,False
FRANKE GROUP,2,4,Switzerland,FRANKE GROUP,False
FRATELLI GARLETTI,2,4,Italy,FRATELLI GARLETTI,False
FRATELLI MARTINELLI,2,8,Italy,FRATELLI MARTINELLI,False
FRATELLI VERGNANO,2,8,Italy,FRATELLI VERGNANO,False
FREEPORTMCMORAN,2,4,United States Of America,FREEPORTMCMORAN,False
FREMONT CUTTING DIES,2,4,United States Of America,FREMONT CUTTING DIES,False
FREZADORA GAIGHER,2,3,Brazil,FREZADORA GAIGHER,False
FRIESE,2,3,Brazil,FRIESE,False
FS GROUP,2,5,United States Of America,FS GROUP,False
FSI SCREENS,2,2,United States Of America,FSI SCREENS,False
FUCHS,2,5,Germany,FUCHS,False
FUCINATURA PONTOGLIESE,2,9,Italy,FUCINATURA PONTOGLIESE,False
FUJI OIL,2,4,Japan,FUJI OIL,False
FUJIAN TIANFU CHEMICAL,2,2,China,FUJIAN TIANFU CHEMICAL,False
FUKUDAYA OIL,2,4,Japan,FUKUDAYA OIL,False
FUNDICAO BATISTA,2,7,Brazil,FUNDICAO BATISTA,False
FUNDICIONES DE ODENA,2,3,Spain,FUNDICIONES DE ODENA,False
FUNDICIONES DEL ESTANDA,2,2,Hungary,FUNDICIONES DEL ESTANDA,False
FUNDICIONES DEL ESTANDA SA,2,4,Spain,FUNDICIONES DEL ESTANDA,True
FUNDICIONES HUMANES,2,2,Spain,FUNDICIONES HUMANES,False
FUNDIFER,2,3,Brazil,FUNDIFER,False
FURNACE BELT,2,4,Canada,FURNACE BELT,False
FUSHENG,2,2,,FUSHENG,False
FUSION TG CANADA,2,4,Canada,FUSION TG CANADA,False
FUTURISTIC CUSTOM MACHINING,2,3,Canada,FUTURISTIC CUSTOM MACHINING,False
FUZZYS INDUSTRIAL MAINTENANCE,2,4,United States Of America,FUZZYS INDUSTRIAL MAINTENANCE,False
FedArm,2,4,United States Of America,FEDARM,False
Feintool Cincinnati Inc,2,2,United States Of America,FEINTOOL CINCINNATI,True
G AND M MACHINE COMPANY,2,3,United States Of America,G AND M MACHINE,True
G AND S METAL PRODUCTS COMPANY,2,3,United States Of America,G AND S METAL PRODUCTS,True
G B S DI BONATTI,2,9,Italy,G B S DI BONATTI,False
G C FULLER MANUFACTURING CO,2,3,United States Of America,G C FULLER MANUFACTURING,True
G R C,2,2,Italy,G R C,False
G W KEWDER ENGINEERING,2,2,Australia,G W KEWDER ENGINEERING,False
G6 FERRAMENTAS,2,3,Brazil,G6 FERRAMENTAS,False
GA ENGINEERING,2,3,United Kingdom,GA ENGINEERING,False
GABER ROBERTO JAVIER,2,2,,GABER ROBERTO JAVIER,False
GAEL FORM FORMWORK SPECIALISTS,2,5,Ireland,GAEL FORM FORMWORK SPECIALISTS,False
GALEA SRL,2,3,Argentina,GALEA,True
GALYON MACHINE SHOP,2,3,United States Of America,GALYON MACHINE SHOP,False
GAS AND SUPPLY,2,4,United States Of America,GAS AND SUPPLY,False
GAUSS AUTOMAZIONE,2,4,Italy,GAUSS AUTOMAZIONE,False
GAUTHIER,2,7,France,GAUTHIER,False
GB ENGINEERING,2,4,United Kingdom,GB ENGINEERING,False
GDEC 25,2,4,France,GDEC 25,False
GEA,2,8,Germany,GEA,False
GEBR HELLER,2,3,Germany,GEBR HELLER,False
GEBRUDER WAASNER,2,4,Germany,GEBRUDER WAASNER,False
GEIGER,2,3,United States Of America,GEIGER,False
GEMCORAIL,2,2,Australia,GEMCORAIL,False
GEMELS,2,5,,GEMELS,False
GEN CELL BIOSYSTEMS,2,4,Ireland,GEN CELL BIOSYSTEMS,False
GENAN,2,5,Denmark,GENAN,False
GENERAL COAT,2,2,Brazil,GENERAL COAT,False
GENERAL ENGINEERING AND WELDING,2,3,Australia,GENERAL ENGINEERING AND WELDING,False
GENERAL MACHINE PRODUCTS,2,3,United States Of America,GENERAL MACHINE PRODUCTS,False
GENERAL PLASTEX,2,4,United States Of America,GENERAL PLASTEX,False
GENERAL STAMPING AND METALWORKING,2,4,United States Of America,GENERAL STAMPING AND METALWORKING,False
GENERAL TEMPERING,2,9,Italy,GENERAL TEMPERING,False
GENERALE DE DECOUPAGE,2,2,France,GENERALE DE DECOUPAGE,False
GENESIS MOTION SOLUTIONS,2,5,United States Of America,GENESIS MOTION SOLUTIONS,False
GENSLIB APS,2,3,Denmark,GENSLIB APS,False
GENTRY MACHINE WORKS,2,4,United States Of America,GENTRY MACHINE WORKS,False
